Director Name,Company Name,CIN,Designation,Appointment Date,Cessation
Other Directoships of DILIPKUMAR SUMERMALL MEHTHA,AMPLUS TUMKUR SOLAR ENERGY ONE PRIVATE LIMITED,U40300HR2016PTC057873,Director,2021-06-29,Ongoing
Other Directoships of DILIPKUMAR SUMERMALL MEHTHA,AMPLUS PAVAGADA SOLAR ENERGY TWO PRIVATE LIMITED,U40300HR2016PTC057878,Additional Director,2020-09-04,2021-06-29
Other Directoships of DILIPKUMAR SUMERMALL MEHTHA,AMPLUS PAVAGADA SOLAR ENERGY TWO PRIVATE LIMITED,U40300HR2016PTC057878,Director,2021-06-29,Ongoing
Other Directoships of DILIPKUMAR SUMERMALL MEHTHA,AMPLUS KN ONE POWER PRIVATE LIMITED,U74110DL2017PTC318318,Additional Director,2019-11-20,2020-10-22
Other Directoships of DILIPKUMAR SUMERMALL MEHTHA,AMPLUS KN ONE POWER PRIVATE LIMITED,U74110DL2017PTC318318,Director,2020-10-22,2021-01-15
Other Directoships of DILIPKUMAR SUMERMALL MEHTHA,AMPLUS KN ONE POWER PRIVATE LIMITED,U74110DL2017PTC318318,Whole-time director,2021-01-15,Ongoing
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS INFRASTRUCTURE DEVELOPERS LLP,AAI-9098,Designated Partner,2017-03-22,Ongoing
Other Directoships of GURU INDER MOHAN SINGH,EDUSTEM PARTNERS LLP,AAZ-2481,Partner,2021-12-30,Ongoing
Other Directoships of GURU INDER MOHAN SINGH,CARBON CIRCLE RNG PRIVATE LIMITED,U35201HR2023PTC109947,Director,2023-03-16,Ongoing
Other Directoships of GURU INDER MOHAN SINGH,CARBON CIRCLE CBG PRIVATE LIMITED,U35201HR2023PTC110800,Director,2023-04-17,Ongoing
Other Directoships of GURU INDER MOHAN SINGH,CARBON CIRCLE PRIVATE LIMITED,U40100HR2021PTC098872,Director,2022-08-04,Ongoing
Other Directoships of GURU INDER MOHAN SINGH,CARBON CIRCLE PRIVATE LIMITED,U40100HR2021PTC098872,Director,2021-10-29,2021-11-11
Other Directoships of GURU INDER MOHAN SINGH,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Additional Director,2016-06-06,2016-06-10
Other Directoships of GURU INDER MOHAN SINGH,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Director,2016-06-10,2017-05-30
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS ENERGY SOLUTIONS PRIVATE LIMITED,U40104DL2013PTC292262,Director,2013-06-27,2015-01-01
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS ENERGY SOLUTIONS PRIVATE LIMITED,U40104DL2013PTC292262,Whole-time director,2015-01-01,2022-08-06
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Additional Director,2016-06-03,2016-06-04
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Director,2016-06-04,2017-05-30
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS SOLAR SOLUTIONS PRIVATE LIMITED,U40106DL2015PTC288859,Director,2015-12-23,2017-03-20
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS RJ SOLAR PRIVATE LIMITED,U40106DL2017PTC314694,Director,2017-03-20,2017-05-29
Other Directoships of GURU INDER MOHAN SINGH,AES KINOI PLAINS PRIVATE LIMITED,U40106HR2011FTC043082,Additional Director,2011-08-09,2011-11-07
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Additional Director,2016-06-06,2016-06-07
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Director,2016-06-07,2017-05-30
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Additional Director,2016-09-10,2016-09-10
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Director,2016-09-10,2017-05-30
Other Directoships of GURU INDER MOHAN SINGH,NEWGEN SAURASHTRA WINDFARMS LIMITED,U40108MH2010PLC260025,Additional Director,2011-08-09,2011-09-15
Other Directoships of GURU INDER MOHAN SINGH,NEWGEN SAURASHTRA WINDFARMS LIMITED,U40108MH2010PLC260025,Director,2011-09-15,2011-11-07
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS POWER SOLUTIONS PRIVATE LIMITED,U40300DL2016PTC289315,Director,2016-01-05,2017-03-20
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS ANDHRA POWER PRIVATE LIMITED,U40300DL2016PTC307480,Director,2016-10-24,2017-05-29
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS KN SOLAR PRIVATE LIMITED,U40300DL2017PTC314693,Director,2017-03-20,2017-05-29
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS GREEN POWER PRIVATE LIMITED,U40300DL2017PTC314768,Director,2017-03-20,2017-05-29
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS COASTAL POWER PRIVATE LIMITED,U40300DL2017PTC314771,Director,2017-03-20,2017-05-29
Other Directoships of GURU INDER MOHAN SINGH,ZEITGEIST HOSPITALITY SERVICES PRIVATE LIMITED,U55101HR2010PTC041685,Additional Director,2014-06-21,2014-09-30
Other Directoships of GURU INDER MOHAN SINGH,ZEITGEIST HOSPITALITY SERVICES PRIVATE LIMITED,U55101HR2010PTC041685,Director,2014-09-30,2021-07-06
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS INFRASTRUCTURE DEVELOPERS PRIVATE LIMITED,U70102DL2008PTC177466,Additional Director,2013-04-13,2014-06-19
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS INFRASTRUCTURE DEVELOPERS PRIVATE LIMITED,U70102DL2008PTC177466,Director,2014-06-19,2017-03-21
Other Directoships of GURU INDER MOHAN SINGH,GAURANGA TECHNOLOGIES PRIVATE LIMITED,U72900DL2016PTC309411,Director,2016-12-19,2017-02-09
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS KN ONE POWER PRIVATE LIMITED,U74110DL2017PTC318318,Director,2017-05-29,2017-05-30
Other Directoships of GURU INDER MOHAN SINGH,AMPLUS SOLAR POWER PRIVATE LIMITED,U74990DL2015PTC287763,Director,2015-11-24,2017-05-29
Other Directoships of ANIL BHAT,AMPLUS INFRASTRUCTURE DEVELOPERS LLP,AAI-9098,Partner,2017-03-22,2019-06-17
Other Directoships of ANIL BHAT,EDUSTEM PARTNERS LLP,AAZ-2481,Partner,2021-12-30,Ongoing
Other Directoships of ANIL BHAT,PRO CLB GLOBAL LIMITED,L74899DL1994PLC058964,Additional Director,2015-03-31,2015-09-30
Other Directoships of ANIL BHAT,PRO CLB GLOBAL LIMITED,L74899DL1994PLC058964,Director,2015-09-30,2016-01-09
Other Directoships of ANIL BHAT,HEXA ENERGY BH2 PRIVATE LIMITED,U35106DL2024PTC433716,Director,2024-07-03,Ongoing
Other Directoships of ANIL BHAT,HEXA ENERGY KN1 PRIVATE LIMITED,U35106DL2024PTC433988,Director,2024-07-10,Ongoing
Other Directoships of ANIL BHAT,HEXA ENERGY MH11 PRIVATE LIMITED,U35106DL2024PTC434082,Director,2024-07-12,Ongoing
Other Directoships of ANIL BHAT,AMPLUS SHAMS PRIVATE LIMITED,U40100DL2020PTC363157,Director,2020-04-03,2023-08-25
Other Directoships of ANIL BHAT,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Additional Director,2016-08-25,2016-12-29
Other Directoships of ANIL BHAT,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Director,2016-12-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Additional Director,2016-08-25,2016-12-29
Other Directoships of ANIL BHAT,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Director,2016-12-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS SOLAR SOLUTIONS PRIVATE LIMITED,U40106DL2015PTC288859,Additional Director,2016-05-18,2016-09-19
Other Directoships of ANIL BHAT,AMPLUS SOLAR SOLUTIONS PRIVATE LIMITED,U40106DL2015PTC288859,Director,2016-09-19,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS RJ SOLAR PRIVATE LIMITED,U40106DL2017PTC314694,Director,2017-03-20,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Additional Director,2016-08-25,2016-12-29
Other Directoships of ANIL BHAT,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Director,2016-12-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Additional Director,2016-09-10,2016-09-10
Other Directoships of ANIL BHAT,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Director,2016-09-10,2023-08-25
Other Directoships of ANIL BHAT,SUNTERRACE ENERGY ONE PRIVATE LIMITED,U40108DL2015PTC355324,Additional Director,2017-08-18,2017-09-29
Other Directoships of ANIL BHAT,SUNTERRACE ENERGY ONE PRIVATE LIMITED,U40108DL2015PTC355324,Director,2017-09-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS POWER SOLUTIONS PRIVATE LIMITED,U40300DL2016PTC289315,Additional Director,2016-05-18,2017-09-29
Other Directoships of ANIL BHAT,AMPLUS POWER SOLUTIONS PRIVATE LIMITED,U40300DL2016PTC289315,Director,2017-09-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS ANDHRA POWER PRIVATE LIMITED,U40300DL2016PTC307480,Additional Director,2016-11-23,2017-09-29
Other Directoships of ANIL BHAT,AMPLUS ANDHRA POWER PRIVATE LIMITED,U40300DL2016PTC307480,Director,2017-09-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS KN SOLAR PRIVATE LIMITED,U40300DL2017PTC314693,Director,2017-03-20,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS GREEN POWER PRIVATE LIMITED,U40300DL2017PTC314768,Director,2017-03-20,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS COASTAL POWER PRIVATE LIMITED,U40300DL2017PTC314771,Director,2017-03-20,2023-08-25
Other Directoships of ANIL BHAT,GENTARI GREEN MOBILITY INDIA PRIVATE LIMITED,U40300DL2018PTC331988,Additional Director,2018-05-09,2019-09-30
Other Directoships of ANIL BHAT,GENTARI GREEN MOBILITY INDIA PRIVATE LIMITED,U40300DL2018PTC331988,Director,2019-09-30,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS GREEN ONE POWER PRIVATE LIMITED,U40300DL2018PTC334954,Director,2018-06-06,2023-08-25
Other Directoships of ANIL BHAT,BLYTICS TECHNOLOGIES PRIVATE LIMITED,U72200DL2014PTC266272,Director,2014-03-12,2019-01-15
Other Directoships of ANIL BHAT,AMPLUS KN ONE POWER PRIVATE LIMITED,U74110DL2017PTC318318,Director,2017-05-29,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS SOLAR POWER PRIVATE LIMITED,U74990DL2015PTC287763,Additional Director,2016-05-18,2016-09-19
Other Directoships of ANIL BHAT,AMPLUS SOLAR POWER PRIVATE LIMITED,U74990DL2015PTC287763,Director,2016-09-19,2023-08-25
Other Directoships of ANIL BHAT,AMPLUS MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL2018PTC331886,Additional Director,2018-05-09,2019-09-30
Other Directoships of ANIL BHAT,AMPLUS MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL2018PTC331886,Director,2019-09-30,2020-12-10
Other Directoships of ANIL BHAT,AMPLUS MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL2018PTC331886,Whole-time director,2020-12-10,2023-08-25
Other Directoships of BRIJESH DAGA,JS RISK MANAGEMENT LLP,AAM-3279,Designated Partner,2018-03-28,Ongoing
Other Directoships of BRIJESH DAGA,SEI SRIRAM POWER PRIVATE LIMITED,U31506KA2008PTC046011,Additional Director,2015-12-01,2016-10-27
Other Directoships of BRIJESH DAGA,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Additional Director,2015-12-01,2016-06-09
Other Directoships of BRIJESH DAGA,FS INDIA DEVCO PRIVATE LIMITED,U40102DL2013PTC338399,Additional Director,2017-07-17,2017-09-29
Other Directoships of BRIJESH DAGA,FS INDIA DEVCO PRIVATE LIMITED,U40102DL2013PTC338399,Director,2017-09-29,2018-10-11
Other Directoships of BRIJESH DAGA,GREENKO ANIL ENERGY PRIVATE LIMITED,U40102TG2015FTC128811,Additional Director,2016-06-29,2016-09-29
Other Directoships of BRIJESH DAGA,SEI AGNI POWER PRIVATE LIMITED,U40102TN2015FTC099071,Additional Director,2016-06-29,2016-09-29
Other Directoships of BRIJESH DAGA,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Additional Director,2016-03-22,2016-06-03
Other Directoships of BRIJESH DAGA,MILLENIUM SOLAR POWER RAJASTHAN PRIVATE LIMITED,U40106TN2010PTC076448,Additional Director,2015-12-01,2016-10-27
Other Directoships of BRIJESH DAGA,SEI STAR SOLAR ENERGY PRIVATE LIMITED,U40106TN2010PTC076573,Additional Director,2015-12-01,2016-10-27
Other Directoships of BRIJESH DAGA,ISHAAN SOLAR POWER PRIVATE LIMITED,U40106TN2010PTC136715,Additional Director,2015-12-01,2016-05-28
Other Directoships of BRIJESH DAGA,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Additional Director,2015-12-01,2016-06-06
Other Directoships of BRIJESH DAGA,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Additional Director,2016-03-22,2016-09-10
Other Directoships of BRIJESH DAGA,SEI SOLAR POWER PRIVATE LIMITED,U40108MH2010PTC331317,Additional Director,2015-12-01,2016-08-01
Other Directoships of BRIJESH DAGA,SEI SOLAR POWER GUJARAT PRIVATE LIMITED,U40108MH2010PTC331325,Additional Director,2015-12-01,2016-08-01
Other Directoships of BRIJESH DAGA,SURYA GREEN POWER PRIVATE LIMITED,U40108TN2010PTC074847,Additional Director,2015-12-01,2016-09-29
Other Directoships of BRIJESH DAGA,SEI SOLARTECH PRIVATE LIMITED,U40108TN2010PTC076481,Additional Director,2015-12-01,2016-12-26
Other Directoships of BRIJESH DAGA,SEI SOLARTECH PRIVATE LIMITED,U40108TN2010PTC076481,Director,2016-12-26,2018-07-12
Other Directoships of BRIJESH DAGA,SEI RENEWABLE ENERGY PRIVATE LIMITED,U40108TN2014FTC098103,Additional Director,2015-12-01,2015-12-31
Other Directoships of BRIJESH DAGA,SEI RENEWABLE ENERGY PRIVATE LIMITED,U40108TN2014FTC098103,Director,2015-12-31,2016-10-27
Other Directoships of BRIJESH DAGA,RT RENEWABLE ENERGY INDIA PRIVATE LIMITED,U40300TN2013PTC090372,Additional Director,2016-06-29,2016-10-27
Other Directoships of BRIJESH DAGA,SEIW CAMIRA POWER PRIVATE LIMITED,U40300TN2015FTC098789,Additional Director,2016-06-29,2016-09-29
Other Directoships of BRIJESH DAGA,SEI BASKARA POWER PRIVATE LIMITED,U40300TN2015FTC099018,Additional Director,2016-06-29,2016-09-29
Other Directoships of BRIJESH DAGA,SEI MITRA POWER PRIVATE LIMITED,U40300TN2015FTC099021,Additional Director,2016-06-29,2016-09-29
Other Directoships of BRIJESH DAGA,SEI SURYAKANTH ENERGY PRIVATE LIMITED,U40300TN2015FTC099035,Additional Director,2016-06-29,2016-09-29
Other Directoships of BRIJESH DAGA,REFEX RESEARCH PRIVATE LIMITED,U73100TN2010FTC074360,Additional Director,2015-12-01,2016-12-31
Other Directoships of BRIJESH DAGA,REFEX RESEARCH PRIVATE LIMITED,U73100TN2010FTC074360,Director,2016-12-31,2018-07-12
Other Directoships of BRIJESH DAGA,SEI SUNSCOPE ENERGY PRIVATE LIMITED,U74900TN2014PTC098563,Additional Director,2016-06-29,2016-10-27
Other Directoships of BRIJESH DAGA,FIRST SOLAR POWER INDIA PRIVATE LIMITED,U74999DL2011FTC266720,Additional Director,2017-05-22,2017-09-29
Other Directoships of BRIJESH DAGA,FIRST SOLAR POWER INDIA PRIVATE LIMITED,U74999DL2011FTC266720,Director,2017-09-29,2018-10-11
Other Directoships of BRIJESH DAGA,GREENKO OMC RENEWABLE ENERGY PRIVATE LIMITED,U74999TN2015PTC100979,Additional Director,2016-03-11,2016-09-29
Other Directoships of OJASVI GUPTA,EDUSTEM PARTNERS LLP,AAZ-2481,Partner,2022-07-13,2024-01-31
Other Directoships of OJASVI GUPTA,HEXA SUNSHINE PRIVATE LIMITED,U35105DL2024PTC429921,Director,2024-04-16,Ongoing
Other Directoships of OJASVI GUPTA,HEXA VIDYUT PRIVATE LIMITED,U35105DL2024PTC430334,Director,2024-04-25,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH5 PRIVATE LIMITED,U35105DL2024PTC433774,Director,2024-07-04,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH7 PRIVATE LIMITED,U35105DL2024PTC433822,Director,2024-07-05,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH6 PRIVATE LIMITED,U35105DL2024PTC433935,Director,2024-07-09,Ongoing
Other Directoships of OJASVI GUPTA,HEXA SUN ENERGY PRIVATE LIMITED,U35106DL2024PTC429904,Director,2024-04-16,Ongoing
Other Directoships of OJASVI GUPTA,HEXA SHAKTI PRIVATE LIMITED,U35106DL2024PTC429949,Director,2024-04-18,Ongoing
Other Directoships of OJASVI GUPTA,HEXA RENEWABLE SOLUTIONS PRIVATE LIMITED,U35106DL2024PTC430335,Director,2024-04-25,Ongoing
Other Directoships of OJASVI GUPTA,HEXA GREEN POWER PRIVATE LIMITED,U35106DL2024PTC430713,Director,2024-05-02,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH4 PRIVATE LIMITED,U35106DL2024PTC432224,Director,2024-06-03,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH1 PRIVATE LIMITED,U35106DL2024PTC432255,Director,2024-06-03,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH2 PRIVATE LIMITED,U35106DL2024PTC432256,Director,2024-06-03,Ongoing
Other Directoships of OJASVI GUPTA,HEXA ENERGY MH8 PRIVATE LIMITED,U35106DL2024PTC433981,Director,2024-07-10,Ongoing
Other Directoships of OJASVI GUPTA,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Additional Director,2016-06-06,2016-06-10
Other Directoships of OJASVI GUPTA,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Director,2016-06-10,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS SUNLIGHT PRIVATE LIMITED,U40103DL2018PTC337590,Director,2018-08-16,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Additional Director,2016-06-03,2016-06-04
Other Directoships of OJASVI GUPTA,AMPLUS SUPERIOR SOLAR PRIVATE LIMITED,U40106DL2010PTC323842,Director,2016-06-04,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS SOLAR SOLUTIONS PRIVATE LIMITED,U40106DL2015PTC288859,Additional Director,2016-05-18,2016-09-19
Other Directoships of OJASVI GUPTA,AMPLUS SOLAR SOLUTIONS PRIVATE LIMITED,U40106DL2015PTC288859,Director,2016-09-19,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS RJ SOLAR PRIVATE LIMITED,U40106DL2017PTC314694,Director,2017-03-20,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Additional Director,2016-06-06,2016-06-07
Other Directoships of OJASVI GUPTA,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Director,2016-06-07,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Additional Director,2016-09-10,2016-09-10
Other Directoships of OJASVI GUPTA,AMPLUS JYOTIMANGAL ENERGY PRIVATE LIMITED,U40108DL2012PTC323843,Director,2016-09-10,2019-11-20
Other Directoships of OJASVI GUPTA,SUNTERRACE ENERGY ONE PRIVATE LIMITED,U40108DL2015PTC355324,Additional Director,2017-08-18,2017-09-29
Other Directoships of OJASVI GUPTA,SUNTERRACE ENERGY ONE PRIVATE LIMITED,U40108DL2015PTC355324,Director,2017-09-29,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS SUNSHINE PRIVATE LIMITED,U40108DL2018PTC337594,Director,2018-08-16,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS POWER SOLUTIONS PRIVATE LIMITED,U40300DL2016PTC289315,Additional Director,2016-05-18,2017-09-29
Other Directoships of OJASVI GUPTA,AMPLUS POWER SOLUTIONS PRIVATE LIMITED,U40300DL2016PTC289315,Director,2017-09-29,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS ANDHRA POWER PRIVATE LIMITED,U40300DL2016PTC307480,Director,2016-10-24,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS KN SOLAR PRIVATE LIMITED,U40300DL2017PTC314693,Director,2017-03-20,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS GREEN POWER PRIVATE LIMITED,U40300DL2017PTC314768,Director,2017-03-20,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS COASTAL POWER PRIVATE LIMITED,U40300DL2017PTC314771,Director,2017-03-20,2019-11-20
Other Directoships of OJASVI GUPTA,GENTARI GREEN MOBILITY INDIA PRIVATE LIMITED,U40300DL2018PTC331988,Additional Director,2018-05-09,2019-09-30
Other Directoships of OJASVI GUPTA,GENTARI GREEN MOBILITY INDIA PRIVATE LIMITED,U40300DL2018PTC331988,Director,2019-09-30,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS GREEN ONE POWER PRIVATE LIMITED,U40300DL2018PTC334954,Director,2018-06-06,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS KN ONE POWER PRIVATE LIMITED,U74110DL2017PTC318318,Director,2017-05-29,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS SOLAR POWER PRIVATE LIMITED,U74990DL2015PTC287763,Additional Director,2016-05-18,2016-09-19
Other Directoships of OJASVI GUPTA,AMPLUS SOLAR POWER PRIVATE LIMITED,U74990DL2015PTC287763,Director,2016-09-19,2019-11-20
Other Directoships of OJASVI GUPTA,AMPLUS MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL2018PTC331886,Additional Director,2018-05-09,2019-09-30
Other Directoships of OJASVI GUPTA,AMPLUS MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL2018PTC331886,Director,2019-09-30,2019-11-20
Other Directoships of THOMAS MATHEW,SOLBRIDGE ENERGY PRIVATE LIMITED,U40100DL2018PTC340728,Director,2018-10-18,2019-11-20
Other Directoships of THOMAS MATHEW,WEDNESDAY SOLAR PRIVATE LIMITED,U40100DL2018PTC341158,Director,2018-10-26,2019-11-20
Other Directoships of THOMAS MATHEW,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Additional Director,2018-08-28,2018-09-28
Other Directoships of THOMAS MATHEW,ANANTH SOLAR POWER MAHARASHTRA PRIVATE LIMITED,U40102DL2010PTC323841,Director,2018-09-28,2019-11-20
Other Directoships of THOMAS MATHEW,AMPLUS SUNLIGHT PRIVATE LIMITED,U40103DL2018PTC337590,Director,2018-08-16,2019-11-20
Other Directoships of THOMAS MATHEW,ASTONFIELD SOLAR (RAJASTHAN) PRIVATE LIMITED,U40106DL2008PTC223073,Additional Director,2017-08-23,2017-12-28
Other Directoships of THOMAS MATHEW,AMPLUS RJ SOLAR PRIVATE LIMITED,U40106DL2017PTC314694,Additional Director,2017-06-09,2018-09-29
Other Directoships of THOMAS MATHEW,AMPLUS RJ SOLAR PRIVATE LIMITED,U40106DL2017PTC314694,Director,2018-09-29,2019-11-20
Other Directoships of THOMAS MATHEW,FOURVOLT SOLAR PRIVATE LIMITED,U40106DL2018PTC341911,Director,2018-11-16,2019-11-20
Other Directoships of THOMAS MATHEW,SUNGAZE POWER PRIVATE LIMITED,U40107DL2018PTC340730,Director,2018-10-18,2019-11-20
Other Directoships of THOMAS MATHEW,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Additional Director,2018-08-28,2018-09-29
Other Directoships of THOMAS MATHEW,AMPLUS SOLAR POWER MH PRIVATE LIMITED,U40108DL2010PTC326267,Director,2018-09-29,2019-11-20
Other Directoships of THOMAS MATHEW,AMPLUS SUNSHINE PRIVATE LIMITED,U40108DL2018PTC337594,Director,2018-08-16,2019-11-20
Other Directoships of THOMAS MATHEW,WATTVOLT ENERGY PRIVATE LIMITED,U40108DL2018PTC341397,Director,2018-10-31,2019-11-20
Other Directoships of THOMAS MATHEW,AMPLUS ANDHRA POWER PRIVATE LIMITED,U40300DL2016PTC307480,Additional Director,2017-06-09,2017-09-29
Other Directoships of THOMAS MATHEW,AMPLUS ANDHRA POWER PRIVATE LIMITED,U40300DL2016PTC307480,Director,2017-09-29,2019-11-20
Other Directoships of THOMAS MATHEW,AMPLUS KN SOLAR PRIVATE LIMITED,U40300DL2017PTC314693,Additional Director,2017-06-09,2018-09-29
Other Directoships of THOMAS MATHEW,AMPLUS KN SOLAR PRIVATE LIMITED,U40300DL2017PTC314693,Director,2018-09-29,2019-11-20
Other Directoships of THOMAS MATHEW,AMPLUS GREEN POWER PRIVATE LIMITED,U40300DL2017PTC314768,Additional Director,2017-06-09,2018-09-29
